"participant_image","matched_image","prompt"
"11B_15.png","midjourney_0832.png","future, tram interior, streamlined, fast, wavy, brown, sand colors, navy blue, bone structure,bladerunner, seaweed"
"11B_16.png","midjourney_2362.png","future, tram interior, streamlined, fast, wavy, brown, sand colors, navy blue, bone structure,bladerunner, seaweed"
"11B_17.png","midjourney_2482.png","future, tram interior, streamlined, fast, wavy, brown, sand colors, navy blue, bone structure,bladerunner, seaweed"
"11B_18.png","midjourney_1200.png","future, tram interior, streamlined, fast, wavy, brown, sand colors, navy blue, bone structure,bladerunner, seaweed"
"12A_11.png","midjourney_1820.png","tram, body of earthworm, modern, bionic shapes, seats, rings"
"12A_12.png","midjourney_1258.png","tram, body of earthworm, modern, bionic shapes, seats, rings"
"12A_13.png","midjourney_2166.png","tram, interior, modern, body of earthworm, bionic shapes, colorful, lighting, rings, seats, bionic style"
"12A_14.png","midjourney_0057.png","tram, interior, modern, body of earthworm, bionic shapes, colorful, lighting, rings, seats, bionic style"
"12A_15.png","midjourney_2112.png","tram, interior, modern, body of earthworm, bionic shapes, colorful, lighting, rings, seats, bionic style"
"12A_16.png","midjourney_1149.png","tram, interior, modern, body of earthworm, bionic shapes, colorful, lighting, rings, seats, bionic style"
"12A_17.png","midjourney_1559.png","tram, interior, modern, rings, bionic style, body of earthworm"
"12A_18.png","midjourney_1858.png","tram, interior, modern, rings, bionic style, body of earthworm"
"12A_19.png","midjourney_2415.png","tram, interior, modern, rings, bionic style, body of earthworm"
"12A_20.png","midjourney_0268.png","tram, interior, modern, rings, bionic style, body of earthworm"
"14A_11.png","midjourney_0228.png","futurystic design of tram interior with organic convex form of lighting an windows"
"14A_12.png","midjourney_0749.png","futurystic design of tram interior with organic convex form of lighting an windows"
"14A_13.png","midjourney_2487.png","futurystic design of tram interior with organic convex form of lighting an windows"
"14A_14.png","midjourney_1778.png","interior of futurystic tram with glass windows reference to structure of plants in grey and lighty colors"
"14A_15.png","midjourney_0768.png","interior of futurystic tram with glass windows reference to structure of plants in grey and lighty colors"
"14A_16.png","midjourney_1299.png","modern streamline tram interior in natural colors, copper pipes and seats in unusual forms"
"14A_17.png","midjourney_1720.png","space tram interior with organic shapes of seats and windows"
"14A_18.png","midjourney_1993.png","space tram interior with organic shapes of seats and windows"
"14A_19.png","midjourney_1610.png","space tram interior with organic shapes of seats and windows"
"14A_20.png","midjourney_2279.png","space tram interior with organic shapes of seats and windows"
"15A_11.PNG","midjourney_0476.png","interior design of a tram which is ergonomic, economical, organic with panoramic ceiling windows, wavy shapes, led amient lighting, natural materials with one contrasting colour"
"15A_12.PNG","midjourney_0368.png","interior design of a tram which is ergonomic, economical, organic with panoramic ceiling windows, wavy shapes, led amient lighting, natural materials with one contrasting colour"
"15A_13.PNG","midjourney_0639.png","interior design of a tram which is ergonomic, economical, organic with panoramic ceiling windows, wavy shapes, led amient lighting, natural materials with one contrasting colour"
"15A_14.PNG","midjourney_1158.png","interior design of a tram which is ergonomic, economical, organic with panoramic ceiling windows, wavy shapes, led amient lighting, natural materials with one contrasting colour"
"15A_15.PNG","midjourney_1231.png","interior design of a tram which is ergonomic, economical, organic with panoramic ceiling windows, wavy shapes, led amient lighting, natural materials with one contrasting colour"
"15A_16.PNG","midjourney_1031.png","interior design of a tram which is ergonomic, economical, organic with panoramic ceiling windows, wavy shapes, led amient lighting, natural materials with one contrasting colour"
"15B_11.png","midjourney_1056.png","interior design of a futuristic tram with original panoramic ceiling windows, floor and ceiling lightning, unique seats, visual features, audiovisual system, ergonomic handle"
"15B_12.png","midjourney_1958.png","interior design of a futuristic tram with original panoramic ceiling windows, floor and ceiling lightning, unique seats, visual features, audiovisual system, ergonomic handle"
"15B_13.png","midjourney_2200.png","interior design of a futuristic tram with original panoramic ceiling windows, floor and ceiling lightning, unique seats, visual features, audiovisual system, ergonomic handle"
"15B_14.png","midjourney_1076.png","interior design of a futuristic tram with original panoramic ceiling windows, floor and ceiling lightning, unique seats, visual features, audiovisual system, ergonomic handle"
"15B_15.png","midjourney_1411.png","interior design of a futuristic tram with original panoramic ceiling windows, floor and ceiling lightning, unique seats, visual features, audiovisual system, ergonomic handle"
"15B_16.png","midjourney_0450.png","interior design of a futuristic tram with original panoramic ceiling windows, floor and ceiling lightning, unique seats, visual features, audiovisual system, ergonomic handle"
"16A_11.png","midjourney_0763.png","modern tram interior design in high tech style"
"16A_12.png","midjourney_1397.png","fast modern tram in high tech style"
"16A_13.png","midjourney_1525.png","high tech style tram, modern technolegy"
"16A_14.png","midjourney_0293.png","big panarome window in tram"
"16A_15.png","midjourney_0143.png","chair with light in high tech style"
"16A_16.png","midjourney_1003.png","led light in colour"
"16A_17.png","midjourney_0952.png","funkcionality of modern tram"
"16B_11.jpg","midjourney_2485.png","functional tram, technology, sky way tram, fast"
"16B_12.jpg","midjourney_1114.png","minimalism interior tram, functionality, light, komfortable"
"16B_13.jpg","midjourney_1164.png","minimalism interior tram, functionality, light, komfortable"
"17A_11.png","midjourney_1068.png","futuristic tram, blue, orange, black, LED, glass, curve shapes, round"
"17A_12.png","midjourney_0573.png","futuristic tram interior, blue, orange, black, LED, glass, curve shapes, round, daylight"
"17A_13.png","midjourney_1533.png","futuristic tram interior, blue, orange, black, LED, glass, curve shapes, round, daylight, seen from outside"
"17B_11.png","midjourney_1121.png","modern interior of tram futuristic"
"17B_12.png","midjourney_1545.png","modern interior of tram futuristic"
"17B_13.png","midjourney_2476.png","modern interior of tram futuristic"
"17B_14.png","midjourney_1529.png","modern interior of tram light futuristic blue leds orange elements of interior"
"17B_15.png","midjourney_0389.png","modern interior of tram light futuristic blue leds orange elements of interior"
"17B_16.png","midjourney_0787.png","modern interior of tram light futuristic blue leds orange elements of interior"
"17B_17.png","midjourney_0469.png","modern interior of tram light futuristic blue leds orange elements of interior"
"17B_18.png","midjourney_1193.png","modern interior of tram light futuristic blue leds orange elements of interior"
"17B_19.png","midjourney_1744.png","modern white interior of tram with dark blue elements and orange accents clean open space huge windows"
"17B_20.png","midjourney_1689.png","modern white interior of tram with dark blue elements and orange accents clean open space huge windows"
"18A_11.png","midjourney_1950.png","interior of modern, futuristic, simple tram with glazing"
"18A_12.png","midjourney_0238.png","interior of modern, futuristic, simple tram with glazing"
"18A_13.png","midjourney_2416.png","interior of modern, futuristic, simple tram with glazing"
"18A_14.png","midjourney_1663.png","interior of modern, futuristic, simple tram with glazing"
"18A_15.png","midjourney_2109.png","modern, simple, future, futuristic tram in front"
"18A_16.png","midjourney_2235.png","modern, simple, future, futuristic tram in front"
"18A_17.png","midjourney_1939.png","modern, simple, futuristic tram with glazing"
"18A_18.png","midjourney_1131.png","the interior of modern, simple and futuristic tram, with glazing and nature"
"18B_11.png","midjourney_0499.png","tram, future, streamlined shape, modernist, futuristic, rhythm, white rhythm panels, panoramic window"
"18B_12.png","midjourney_1575.png","tram interior, future, streamlined shape, modernist, futuristic, rhythm, white rhythm panels, 3d printing, panoramic window"
"18B_13.png","midjourney_2344.png","tram interior, future, streamlined shape, modernist, futuristic, rhythm, white rhythm panels, 3d printing, panoramic window"
"18B_14.png","midjourney_1642.png","tram interior, future, streamlined shape, modernist, futuristic, rhythm, white rhythm panels, 3d printing, panoramic window"
"18B_15.png","midjourney_1369.png","tram interior, future, streamlined shape, modernist, futuristic, rhythm, white rhythm panels, 3d printing, panoramic window"
"18B_16.png","midjourney_0592.png","tram interior, future, streamlined shape, modernist, futuristic, rhythm, white rhythm panels, panoramic window"
"18B_17.png","midjourney_0981.png","tram interior, future, streamlined shape, modernist, futuristic, rhythm, white rhythm panels, 3d printing, panoramic window"
"18B_18.png","midjourney_1630.png","tram interior, future, streamlined shape, modernist, futuristic, rhythm, white rhythm panels, 3d printing, panoramic window, warm light, woodeen floor, plants"
"18B_19.png","midjourney_1930.png","tram interior, future, streamlined shape, modernist, futuristic, rhythm, white rhythm panels, 3d printing, panoramic window, warm light, woodeen floor, plants"
"18B_20.png","midjourney_1640.png","tram interior, future, streamlined shape, modernist, futuristic, rhythm, white rhythm panels, 3d printing, panoramic window, warm light, woodeen floor, plants"
"19A_11.png","midjourney_2372.png","futuristic, modern, tram, communication, people, light, yellow, blue, white, not geometric,"
"19A_12.png","midjourney_2459.png","futuristic, modern, tram, communication, people, light, yellow, blue, white, not geometric, with geometric cube chair"
"19A_13.png","midjourney_1228.png","futuristic, modern, tram, communication, people, light, yellow, blue, white, not geometric, ahead tram"
"19A_14.png","midjourney_0051.png","futuristic, modern, tram, communication, people, light, yellow, blue, white, not geometric, ahead tram"
"19A_15.png","midjourney_1646.png","futuristic, modern, tram, communication, people, light, yellow, blue, white, not geometric,"
"19A_16.png","midjourney_1511.png","futuristic, modern, tram, communication, people, light, yellow, blue, white, not geometric, interior"
"19A_17.png","midjourney_1182.png","futuristic, modern, tram, communication, people, light, yellow, blue, white, not geometric, interior, ergonomic"
"19A_18.png","midjourney_1781.png","futuristic, modern, tram, communication, people, light, yellow, blue, white, not geometric, interior, ergonomic"
"19A_19.png","midjourney_2292.png","futuristic, modern, tram, communication, people, light, yellow, blue, white, not geometric, interior, ergonomic"
"19A_20.png","midjourney_0380.png","futuristic, modern, tram, communication, people, light, yellow, blue, white, not geometric, with geometric cube chair"
"19B_11.png","midjourney_0295.png","future tram modern streamlined new design red colour led round parametric 2 seats"
"19B_12.png","midjourney_1374.png","future tram streamlined designer round single chair linear light on ceiling big window futuristic"
"19B_13.png","midjourney_2265.png","future tram streamlined designer round single chair linear light on ceiling big window futuristic"
"19B_14.png","midjourney_1508.png","tram 5 seats desinger chair celining with a lot of liner lighting blue coloristic huge window stained glass on floor"
"1A_11.png","midjourney_1268.png","tram, interesting shapes, night city with lights, modern tram, led violett, red, blue, space atmosphere, clean design, panoramic window, manoramic ceiling"
"1A_12.png","midjourney_1268.png","tram, interesting shapes, night city with lights, modern tram, led violett, red, blue, space atmosphere, clean design, panoramic window, manoramic ceiling"
"1A_13.png","midjourney_2198.png","tram, interesting shapes, night city with lights, modern tram, led violett, red, blue, space atmosphere, clean design, panoramic window, manoramic ceiling"
"1B_11.png","midjourney_0587.png","e tram, modern, glass, interior, led light"
"1B_12_1.png","midjourney_2396.png","e tram, modern, glass, interior, led light"
"1B_12_2.png","midjourney_0587.png","e tram, modern, glass, interior, led light"
"1B_12_3.png","midjourney_0424.png","e tram, modern, glass, interior, led light"
"1B_12_4.png","midjourney_0485.png","e tram, modern, glass, interior, led light"
"1B_13_1.png","midjourney_1155.png","tram for disabled people, ergonomic, good design"
"1B_13_2.png","midjourney_2262.png","tram for disabled people, ergonomic, good design"
"1B_13_3.png","midjourney_2199.png","tram for disabled people, ergonomic, good design"
"1B_13_4.png","midjourney_1053.png","tram for disabled people, ergonomic, good design"
"1B_14.png","midjourney_2054.png","tram, hygenic, beautiful view, comfortable, led light, modern, big windows"
"1B_15_1.png","midjourney_1093.png","tram, hygenic, beautiful view, comfortable, led light, modern, big windows"
"1B_15_2.png","midjourney_1086.png","tram, hygenic, beautiful view, comfortable, led light, modern, big windows"
"1B_15_3.png","midjourney_1351.png","tram, hygenic, beautiful view, comfortable, led light, modern, big windows"
"1B_15_4.png","midjourney_1922.png","tram, hygenic, beautiful view, comfortable, led light, modern, big windows"
"1B_16_1.png","midjourney_1534.png","tram interior modern good design clean"
"1B_16_2.png","midjourney_0045.png","tram interior modern good design clean"
"1B_16_3.png","midjourney_2035.png","tram interior modern good design clean"
"1B_16_4.png","midjourney_1214.png","tram interior modern good design clean"
"1B_17_1.png","midjourney_1658.png","tram, led, comfortable seats, high end, modern"
"1B_17_2.png","midjourney_2426.png","tram, led, comfortable seats, high end, modern"
"1B_17_3.png","midjourney_0225.png","tram, led, comfortable seats, high end, modern"
"1B_17_4.png","midjourney_2134.png","tram, led, comfortable seats, high end, modern"
"1B_18_1.png","midjourney_1656.png","tram, led, comfortable seats, high end, modern"
"1B_18_2.png","midjourney_1625.png","tram, led, comfortable seats, high end, modern"
"1B_18_3.png","midjourney_2094.png","tram, led, comfortable seats, high end, modern"
"1B_18_4.png","midjourney_1834.png","tram, led, comfortable seats, high end, modern"
"20A_11.png","midjourney_1296.png","create interior tram futuristic, blue, ergomomic, high-tech , modern luxurious, led lighting"
"20A_12.png","midjourney_0761.png","create interior tram futuristic, blue, ergomomic, high-tech , modern luxurious, led lighting"
"20A_13.png","midjourney_0680.png","create interior tram futuristic, blue, ergomomic, high-tech , modern luxurious, led lighting"
"20A_14.png","midjourney_2422.png","create interior tram futuristic, blue, ergomomic, high-tech , modern luxurious, led lighting"
"20A_15.png","midjourney_0288.png","create interior tram futuristic, blue, ergomomic, high-tech , modern luxurious, led lighting"
"20A_16.png","midjourney_1195.png","create interior tram futuristic, blue, green, black , ergomomic, plants, modern luxurious, led lighting, multi-functional, elegant"
"20A_17.png","midjourney_2241.png","create interior tram futuristic, blue, green, black , ergomomic, plants, modern luxurious, led lighting, multi-functional, elegant"
"20A_18.png","midjourney_2424.png","create interior tram futuristic, green, ergomomic, plants, modern luxurious, led lighting"
"20A_19.png","midjourney_1185.png","create interior tram futuristic, green, ergomomic, plants, modern luxurious, led lighting"
"20B_11.png","midjourney_2136.png","tram, inspiration Poznan, LED, future, high tech, modern, japan"
"20B_12.png","midjourney_1822.png","tram,interior, inspiration Poznan, LED, future,light, high tech, modern, japan, comfort"
"20B_13.png","midjourney_1469.png","tram,interior, inspiration Poznan, LED, future,light, high tech, modern, japan, comfort"
"20B_14.png","midjourney_0599.png","tram,interior, inspiration Poznan, LED, future,light, high tech, modern, japan, comfort"
"20B_15.png","midjourney_2377.png","tram,interior, inspiration Poznan, LED, future,light, high tech, modern, japan, comfort"
"20B_16.png","midjourney_1082.png","tram,interior, inspiration Poznan, LED, future,light, high tech, modern, japan, green"
"20B_17.png","midjourney_2393.png","tram,interior, inspiration Poznan, LED, future,light, high tech, modern, japan, comfort"
"20B_18.png","midjourney_2185.png","tram,interior, inspiration Poznan, LED, future,light, high tech, modern, japan, comfort"
"21A_11.png","midjourney_2325.png","imagine a tram interior, sustainability, future, beige and dark green colors, ambient lighting, round shapes, big windows, ceiling and floor lighting, eco, recycling materials, ergonomic, realistic, white floor, fascinating shapes, interesting chairs, people"
"21A_12_1.png","midjourney_0873.png","imagine a tram interior, sustainability, future, beige and dark green colors, ambient lighting, round shapes, big windows, ceiling and floor lighting, eco, recycling materials, ergonomic, realistic, white floor, fascinating shapes, interesting chairs, people"
"21A_12_2.png","midjourney_0294.png","imagine a tram interior, sustainability, future, beige and dark green colors, ambient lighting, round shapes, big windows, ceiling and floor lighting, eco, recycling materials, ergonomic, realistic, white floor, fascinating shapes, interesting chairs, people"
"21A_12_3.png","midjourney_2379.png","imagine a tram interior, sustainability, future, beige and dark green colors, ambient lighting, round shapes, big windows, ceiling and floor lighting, eco, recycling materials, ergonomic, realistic, white floor, fascinating shapes, interesting chairs, people"
"21A_12_4.png","midjourney_1402.png","imagine a tram interior, sustainability, future, beige and dark green colors, ambient lighting, round shapes, big windows, ceiling and floor lighting, eco, recycling materials, ergonomic, realistic, white floor, fascinating shapes, interesting chairs, people"
"21A_13.png","midjourney_2280.png","imagine a tram interior, sustainability, future, beige and white colors, ambient lighting, round shapes, big windows, ceiling and floor lighting, eco, recycling materials, ergonomic, realistic, white floor, fascinating shapes"
"21A_14.png","midjourney_0277.png","imagine a tram interior, sustainability, future, beige and white colors, ambient lighting, round shapes, big windows, ceiling and floor lighting, eco, recycling materials, ergonomic, realistic, white floor, fascinating shapes, new technologies,"
"21A_15_1.png","midjourney_2123.png","imagine a tram interior, sustainability, future, beige and white colors, ambient lighting, round shapes, big windows, ceiling and floor lighting, eco, recycling materials, ergonomic, realistic, white floor, fascinating shapes"
"21A_15_2.png","midjourney_0386.png","imagine a tram interior, sustainability, future, beige and white colors, ambient lighting, round shapes, big windows, ceiling and floor lighting, eco, recycling materials, ergonomic, realistic, white floor, fascinating shapes"
"21A_15_3.png","midjourney_2102.png","imagine a tram interior, sustainability, future, beige and white colors, ambient lighting, round shapes, big windows, ceiling and floor lighting, eco, recycling materials, ergonomic, realistic, white floor, fascinating shapes"
"21A_15_4.png","midjourney_2464.png","imagine a tram interior, sustainability, future, beige and white colors, ambient lighting, round shapes, big windows, ceiling and floor lighting, eco, recycling materials, ergonomic, realistic, white floor, fascinating shapes"
"21A_16.png","midjourney_2193.png","imagine a tram interior, sustainability, future, beige and white colors, ambient lighting, round shapes, big windows, ceiling and floor lighting, eco, recycling materials, ergonomic, realistic, white floor, fascinating shapes, new technologies,"
"21A_17.png","midjourney_2102.png","imagine a tram interior, sustainability, future, beige and white colors, ambient lighting, round shapes, big windows, ceiling and floor lighting, eco, recycling materials, ergonomic, realistic, white floor, fascinating shapes"
"21A_18.png","midjourney_0430.png","imagine a tram interior, sustainability, future, beige and dark green colors, ambient lighting, round shapes, big windows, ceiling and floor lighting, eco, recycling materials, ergonomic, realistic, white floor, fascinating shapes, interesting chairs, people"
"21A_19.png","midjourney_1704.png","imagine an ergonomic tram seat, white, realistic, ambient lighting, wood,"
"21A_20_1.png","midjourney_2070.png","imagine an ergonomic tram seat, white, realistic, ambient lighting, wood,"
"21A_20_2.png","midjourney_0549.png","imagine an ergonomic tram seat, white, realistic, ambient lighting, wood,"
"21A_20_3.png","midjourney_1425.png","imagine an ergonomic tram seat, white, realistic, ambient lighting, wood,"
"21A_20_4.png","midjourney_0811.png","imagine an ergonomic tram seat, white, realistic, ambient lighting, wood,"
"21B_11.jpg","midjourney_0213.png","interior of tram, biophilic, futuristic, funktional, cirkle, led lighting, big windows, new technologies, dark green colours"
"21B_12_1.jpg","midjourney_0600.png","interior of tram, biophilic, futuristic, funktional, cirkle, led lighting, big windows, new technologies, dark green colours"
"21B_12_2.jpg","midjourney_1633.png","interior of tram, biophilic, futuristic, funktional, cirkle, led lighting, big windows, new technologies, dark green colours"
"21B_12_3.jpg","midjourney_2310.png","interior of tram, biophilic, futuristic, funktional, cirkle, led lighting, big windows, new technologies, dark green colours"
"21B_12_4.jpg","midjourney_0518.png","interior of tram, biophilic, futuristic, funktional, cirkle, led lighting, big windows, new technologies, dark green colours"
"21B_13_1.jpg","midjourney_1069.png","interior of tram, biophilic, modern, futuristic, green, funktional, ambient lighting"
"21B_13_2.jpg","midjourney_0408.png","interior of tram, biophilic, modern, futuristic, green, funktional, ambient lighting"
"21B_13_3.jpg","midjourney_2223.png","interior of tram, biophilic, modern, futuristic, green, funktional, ambient lighting"
"21B_13_4.jpg","midjourney_1252.png","interior of tram, biophilic, modern, futuristic, green, funktional, ambient lighting"
"21B_14.jpg","midjourney_0567.png","interior of tram, biophilic, modern, futuristic, green, funktional, ambient lighting"
"21B_15_1.jpg","midjourney_0993.png","interior of tram, biophilic, nature, biedge, funktional"
"21B_15_2.jpg","midjourney_1943.png","interior of tram, biophilic, nature, biedge, funktional"
"21B_15_3.jpg","midjourney_2353.png","interior of tram, biophilic, nature, biedge, funktional"
"21B_15_4.jpg","midjourney_0242.png","interior of tram, biophilic, nature, biedge, funktional"
"23A_11.png","midjourney_2474.png","futuristic tram simple minimalistic shapes black metal with green and yellow led big windows"
"23A_12.png","midjourney_0822.png","futuristic tram simple minimalistic shapes black metal with green and yellow led big windows"
"23A_13.png","midjourney_1724.png","futuristic tram simple minimalistic shapes green gray natural colors big windows"
"23A_14.png","midjourney_0667.png","interior of futuristic tram with big windows, cyber eco style, light green gray colors, handrails, screen on windows, a lot of place to sit, chairs, photorealistic, hi tech"
"23A_15.png","midjourney_1331.png","interior of futuristic tram with big windows, cyber eco style, light green gray colors, handrails, screen on windows, a lot of place to sit, chairs, photorealistic, hi tech"
"23A_16.png","midjourney_1292.png","interior of futuristic tram with big windows, patterned minimalistic floor, green beige colors, artistic handrails, screen on windows"
"24B_17.png","midjourney_1401.png","tram vincent callebaut envision future of mobility as timber-based evtols hydrofoils luxury ergonomic with bid windows and light colours"
"24B_18.png","midjourney_1695.png","tram vincent callebaut envision future of mobility as timber-based evtols hydrofoils luxury ergonomic with bid windows and light colours"
"24B_19.png","midjourney_0928.png","tram vincent callebaut envision future of mobility as timber-based evtols hydrofoils luxury ergonomic with bid windows and light colours"
"24B_20.png","midjourney_2033.png","tram vincent callebaut envision future of mobility as timber-based evtols hydrofoils luxury ergonomic with bid windows and light colours"
"25_11_1.png","midjourney_1320.png","tram interior in dark shaded, copper accents, red leds, modernistic, futuristic, big windows"
"25_11_2.png","midjourney_1494.png","tram interior in dark shaded, copper accents, red leds, modernistic, futuristic, big windows"
"25_11_3.png","midjourney_1453.png","tram interior in dark shaded, copper accents, red leds, modernistic, futuristic, big windows"
"25_11_4.png","midjourney_1881.png","tram interior in dark shaded, copper accents, red leds, modernistic, futuristic, big windows"
"25_12.png","midjourney_1065.png","tram exterior in dark shaded, streamlined shape, copper accents, modernistic, futuristic, big windows"
"25_13.png","midjourney_2369.png","tram exterior in dark shaded, streamlined shape, copper accents, red leds, modernistic, futuristic, big windows"
"25_14.png","midjourney_2081.png","tram interior in dark shaded, streamlined shape, copper accents, modernistic, futuristic, big windows"
"25_15.png","midjourney_0454.png","tram interior in dark shaded, streamlined shape, copper accents, modernistic, futuristic, big windows"
"25_16.png","midjourney_1242.png","tram interior in dark shaded, streamlined shape, copper accents, red leds, modernistic, futuristic, big windows"
"25_17.png","midjourney_0480.png","tram interior in dark shaded, streamlined shape, copper accents, modernistic, futuristic, big windows"
"25_18.png","midjourney_1974.png","tram interior in dark shaded, streamlined shape, copper accents, modernistic, futuristic, big windows"
"25_19.png","midjourney_1921.png","tram interior in dark shaded, streamlined shape, copper accents, modernistic, futuristic, big windows"
"25_20.png","midjourney_1760.png","tram interior in dark shaded, streamlined shape, copper accents, modernistic, futuristic, big windows"
"26_11.png","midjourney_0295.png","future tram modern streamlined new design red colour led round parametric 2 seats"
"26_12.png","midjourney_1374.png","future tram streamlined designer round single chair linear light on ceiling big window futuristic"
"26_13.png","midjourney_2265.png","future tram streamlined designer round single chair linear light on ceiling big window futuristic"
"26_14.png","midjourney_1508.png","tram 5 seats desinger chair celining with a lot of liner lighting blue coloristic huge window stained glass on floor"
"27_11.jpg","midjourney_0422.png","chairs train"
"27_12.jpg","midjourney_1745.png","crooked lines"
"27_13.jpg","midjourney_1045.png","drops of woter"
"27_14.jpg","midjourney_2358.png","luxury glass"
"27_15.jpg","midjourney_1662.png","modern tram"
"27_16.jpg","midjourney_1735.png","new tram interior"
"27_17.jpg","midjourney_0513.png","tram interior"
"27_18.jpg","midjourney_0570.png","wave"
"27_19.jpg","midjourney_1419.png","drops of woter"
"27_20.jpg","midjourney_1835.png","wave"
"2A_11.png","midjourney_0604.png","tram, modern, retro, led, future"
"2A_12.png","midjourney_2111.png","tram, metro, interior, future, modern"
"2A_13.png","midjourney_1241.png","tram, metro, interior, future, modern"
"2A_14.png","midjourney_2321.png","tram, metro, interior, future, modern"
"2A_15.png","midjourney_0172.png","metro, interor, tram, future, modern, intelegent, futuristic, light"
"2A_16.png","midjourney_1992.png","tram, window, exterior, modent, future"
"2B_11.png","midjourney_2201.png","tram, spacious, modern technology, innovative, aesthetic, futuristic, interior, exterior, smart, elegant"
"2B_12.png","midjourney_1847.png","tram, spacious, modern technology, innovative, aesthetic, futuristic, interior, exterior, smart, elegant"
"2B_13.png","midjourney_0528.png","tram, spacious, modern technology, innovative, aesthetic, futuristic, interior, exterior, smart, elegant"
"2B_14.png","midjourney_1696.png","tram, ergoomic, interior, spacious, comfortable, with wood, aesthetic, cozy, environmentlly friendly"
"2B_15.png","midjourney_2251.png","tram, ergoomic, interior, spacious, comfortable, with wood, aesthetic, cozy, environmentlly friendly"
"2B_16.png","midjourney_1682.png","tram, exterior, smart, elegant, colorful, ergonomic, place for bike"
"2B_17.png","midjourney_0119.png","tram, exterior, smart, elegant, colorful, ergonomic, place for bike"
"2B_18.png","midjourney_0265.png","tram, exterior, smart, elegant, colorful, ergonomic, place for bike"
"3A_11.png","midjourney_2423.png","futuristic elegent tram with beige interior and large window"
"3A_12.png","midjourney_2478.png","futuristic elegent tram with beige interior and large window"
"3A_13.png","midjourney_1367.png","futuristic elegent tram with beige interior and large window"
"3A_14.png","midjourney_0588.png","futuristic elegent tram with beige interior and large window"
"3A_15.png","midjourney_0020.png","futuristic elegent tram with beige interior and large window"
"3A_16.png","midjourney_2278.png","futuristic elegent tram with beige interior and large window"
"3A_17.png","midjourney_0318.png","futuristic elegent tram with beige interior and large window"
"3A_18.png","midjourney_1964.png","futuristic elegant beige tram with neons and large window"
"3A_19.png","midjourney_2334.png","futuristic elegant beige tram with neons and large window on top"
"3A_20.png","midjourney_0830.png","futuristic elegant beige tram with neons and large window"
"3B_11.png","midjourney_0889.png","tram interior design with light modern led organic"
"3B_12.png","midjourney_1567.png","tram interior design with light modern led organic"
"3B_13.png","midjourney_0284.png","tram interior design with light modern led organic long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"3B_14.png","midjourney_0129.png","tram interior design with light modern led organic long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"3B_15.png","midjourney_0468.png","tram interior design with light modern led organic long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
